Begin	End	Name	Symbol	Gene Type
2501130	2501987	putative AraC-type DNA-binding transcriptional regulator YpdC	ypdC	protein-coding
2501990	2504485	putative PTS multiphosphoryl transfer protein FryA	fryA	protein-coding
2504510	2505547	aminopeptidase YpdE	ypdE	protein-coding
2505547	2506632	aminopeptidase YpdF	ypdF	protein-coding
2506647	2507894	putative PTS enzyme IIC component FryC	fryC	protein-coding
2507916	2508242	putative PTS enzyme IIB component FryB	fryB	protein-coding
2508461	2509426	glucokinase	glk	protein-coding
2509630	2510886	putative transport protein YfeO	yfeO	protein-coding
2511001	2511327	DUF2502 domain-containing protein YpeC	ypeC	protein-coding
2511468	2512706	Mn(2(+))/Fe(2(+)): H(+) symporter MntH	mntH	protein-coding
2512687	2512776	protein YpeD	ypeD	protein-coding
2513042	2514244	nucleoside:H(+) symporter NupC	nupC	protein-coding
2514331	2515443	putative IS186/IS421 transposase	insL3	protein-coding
2515643	2517832	putative c-di-GMP phosphodiesterase PdeA	pdeA	protein-coding
2518041	2518116	tRNA-Ala	alaX	tRNA
2518156	2518231	tRNA-Ala	alaW	tRNA
2518467	2518811	DNA-binding transcriptional dual regulator YfeC	yfeC	protein-coding
2518813	2519205	putative DNA-binding transcriptional regulator YfeD	yfeD	protein-coding
2519257	2520672	glutamate--tRNA ligase	gltX	protein-coding
2520931	2521006	tRNA-Val	valU	tRNA
2521051	2521126	tRNA-Val	valX	tRNA
2521173	2521248	tRNA-Val	valY	tRNA
2521253	2521328	tRNA-Lys	lysV	tRNA
2521593	2522477	DNA-binding transcriptional activator XapR	xapR	protein-coding
2522729	2523985	xanthosine:H(+) symporter XapB	xapB	protein-coding
2524045	2524878	xanthosine phosphorylase	xapA	protein-coding
2525127	2525891	putative outer membrane porin YfeN	yfeN	protein-coding
2525930	2526856	putative DNA-binding transcriptional regulator YfeR	yfeR	protein-coding
2526946	2527944	putative solute:Na(+) symporter	yfeH	protein-coding
2527941	2528159	PF12843 family protein YpeB	ypeB	protein-coding
2528161	2530176	DNA ligase	ligA	protein-coding
2530247	2531233	cell division protein ZipA	zipA	protein-coding
2531463	2532224	sulfate:H(+) symporter	cysZ	protein-coding
2532409	2533380	cysteine synthase A	cysK	protein-coding
2533764	2534021	phosphocarrier protein HPr	ptsH	protein-coding
2534066	2535793	PTS enzyme I	ptsI	protein-coding
2535834	2536343	Enzyme IIA(Glc)	crr	protein-coding
2536386	2537237	pyridoxine/pyridoxal/pyridoxamine kinase	pdxK	protein-coding
2537342	2537716	DUF5329 domain-containing protein YfeK	yfeK	protein-coding
2537749	2538483	PF05406 family protein YfeS	yfeS	protein-coding
2538672	2539583	cysteine synthase B	cysM	protein-coding
2539717	2540814	sulfate/thiosulfate ABC transporter ATP binding subunit	cysA	protein-coding
2540804	2541679	sulfate/thiosulfate ABC transporter inner membrane subunit CysW	cysW	protein-coding
2541679	2542512	sulfate/thiosulfate ABC transporter inner membrane subunit CysU	cysU	protein-coding
2542512	2543528	thiosulfate/sulfate ABC transporter periplasmic binding protein CysP	cysP	protein-coding
2543832	2544623	oxidoreductase UcpA	ucpA	protein-coding
2544752	2545609	DNA-binding transcriptional dual regulator MurR	murR	protein-coding
2545773	2546669	N-acetylmuramic acid 6-phosphate etherase	murQ	protein-coding
2546673	2548097	N-acetylmuramic acid-specific PTS enzyme IICB component/anhydro-N-acetylmuramic acid transporter	murP	protein-coding
2548102	2549406	penicillin binding protein 4B	yfeW	protein-coding
2549646	2550545	porphyrinogen peroxidase	yfeX	protein-coding
2550641	2551216	DUF1131 domain-containing lipoprotein YfeY	yfeY	protein-coding
2551277	2551726	putative inner membrane protein	yfeZ	protein-coding
2551713	2552138	putative acetyltransferase YpeA	ypeA	protein-coding
2552352	2553221	N-acetylmuramoyl-L-alanine amidase A	amiA	protein-coding
2553225	2554124	coproporphyrinogen III oxidase	hemF	protein-coding
2554130	2555182	putative DNA-binding transcriptional regulator EutR	eutR	protein-coding
2555228	2555728	putative structural protein, ethanolamine utilization microcompartment	eutK	protein-coding
2555741	2556400	putative structural protein, ethanolamine utilization microcompartment	eutL	protein-coding
2556410	2557297	ethanolamine ammonia-lyase subunit beta	eutC	protein-coding
2557318	2558679	ethanolamine ammonia-lyase subunit alpha	eutB	protein-coding
2558858	2560066	putative phage integrase IntZ	intZ	protein-coding
2560257	2560898	uncharacterized protein YffL	yffL	protein-coding
2561368	2561613	uncharacterized protein YffM	yffM	protein-coding
2561625	2561993	uncharacterized protein YffN	yffN	protein-coding
2562111	2562527	uncharacterized protein YffO	yffO	protein-coding
2562524	2563117	uncharacterized protein YffP	yffP	protein-coding
2563592	2563969	uncharacterized protein YffQ	yffQ	protein-coding
2563980	2564372	uncharacterized protein YffR	yffR	protein-coding
2564523	2565332	uncharacterized protein YffS	yffS	protein-coding
2565481	2566884	ethanolamine ammonia-lyase reactivase EutA	eutA	protein-coding
2566881	2568107	putative ethanolamine permease EutH	eutH	protein-coding
2568324	2569511	putative alcohol dehydrogenase EutG	eutG	protein-coding
2569501	2570337	putative ethanolamine utilization chaperonin EutJ	eutJ	protein-coding
2570348	2571751	acetaldehyde dehydrogenase (acetylating) EutE	eutE	protein-coding
2571763	2572050	putative ethanolamine catabolic microcompartment shell protein EutN	eutN	protein-coding
2572157	2572450	putative ethanolamine catabolic microcompartment shell protein EutM	eutM	protein-coding
2572489	2573505	phosphate acetyltransferase EutD	eutD	protein-coding
2573502	2574305	putative ethanolamine utilization cobalamin adenosyltransferase	eutT	protein-coding
2574302	2575003	putative ethanolamine utilization acetate kinase EutQ	eutQ	protein-coding
2574978	2575457	putative ethanolamine utilization acetate kinase EutP	eutP	protein-coding
2575470	2575805	putative ethanolamine catabolic microcompartment shell protein EutS	eutS	protein-coding
2576098	2578377	malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+))	maeB	protein-coding
2578666	2579616	transaldolase A	talA	protein-coding
2579636	2581639	transketolase 2	tktB	protein-coding
2581734	2582777	DUF1176 domain-containing protein YpfG	ypfG	protein-coding
2582903	2583478	GDP-mannose hydrolase	nudK	protein-coding
2583546	2585525	putative oxidoreductase AegA	aegA	protein-coding
2585731	2587431	sensor histidine kinase NarQ	narQ	protein-coding
2587595	2590708	multidrug efflux pump RND permease AcrD	acrD	protein-coding
2590807	2590866	uncharacterized protein YpfM	ypfM	protein-coding
2591247	2591603	putative reductase YffB	yffB	protein-coding
2591607	2592734	succinyl-diaminopimelate desuccinylase	dapE	protein-coding
2592762	2592962	PF13980 family protein YpfN	ypfN	protein-coding
2593072	2593770	esterase YpfH	ypfH	protein-coding
2593844	2595859	tRNA(Met) cytidine acetyltransferase	tmcA	protein-coding
2595874	2596737	uncharacterized protein YpfJ	ypfJ	protein-coding
2596905	2597618	phosphoribosylaminoimidazole-succinocarboxamide synthase	purC	protein-coding
2597831	2598865	outer membrane protein assembly factor BamC	bamC	protein-coding
2598882	2599760	4-hydroxy-tetrahydrodipicolinate synthase	dapA	protein-coding
2599906	2600478	putative transcriptional regulator GcvR	gcvR	protein-coding
2600478	2600948	thiol peroxidase	bcp	protein-coding
2601201	2601818	hydrogenase 4 component A	hyfA	protein-coding
2601818	2603836	hydrogenase 4 component B	hyfB	protein-coding
2603847	2604794	hydrogenase 4 component C	hyfC	protein-coding
2604811	2606250	hydrogenase 4 component D	hyfD	protein-coding
2606262	2606912	hydrogenase 4 component E	hyfE	protein-coding
2606917	2608497	hydrogenase 4 component F	hyfF	protein-coding
2608487	2610154	hydrogenase 4 catalytic subunit HyfG	hyfG	protein-coding
2610164	2610709	hydrogenase 4 component H	hyfH	protein-coding
2610706	2611464	hydrogenase 4 catalytic subunit HyfI	hyfI	protein-coding
2611457	2611870	putative hydrogenase 4 assembly protein	hyfJ	protein-coding
2611900	2613912	DNA-binding transcriptional activator HyfR	hyfR	protein-coding
2613934	2614782	formate channel FocB	focB	protein-coding
2614820	2615881	putative transporter YfgO	yfgO	protein-coding
2616094	2617557	beta-barrel assembly-enhancing protease	bepA	protein-coding
2617578	2617937	putative oxidoreductase YfgD	yfgD	protein-coding
2618075	2618776	inibitor of reinitiation of DNA replication	hda	protein-coding
2618871	2620160	uracil:H(+) symporter UraA	uraA	protein-coding
2620246	2620872	uracil phosphoribosyltransferase	upp	protein-coding
2621197	2622234	phosphoribosylformylglycinamide cyclo-ligase	purM	protein-coding
2622234	2622872	phosphoribosylglycinamide formyltransferase 1	purN	protein-coding
2623044	2625110	polyphosphate kinase	ppk	protein-coding
2625115	2626656	exopolyphosphatase	ppx	protein-coding
2626695	2628938	cyclic di-GMP phosphodiesterase PdeF	pdeF	protein-coding
2629290	2629481	nickel/cobalt stress response protein YfgG	yfgG	protein-coding
2629792	2630310	lipoprotein YfgH	yfgH	protein-coding
2630326	2630865	nalidixic acid resistance protein YfgI	yfgI	protein-coding
2630958	2632535	GMP synthetase	guaA	protein-coding
2632604	2634070	inosine 5'-monophosphate dehydrogenase	guaB	protein-coding
2634232	2635602	exodeoxyribonuclease VII subunit XseA	xseA	protein-coding
2635599	2635814	zinc ribbon domain-containing protein YfgJ	yfgJ	protein-coding
2635884	2637356	50S ribosomal subunit stability factor	der	protein-coding
2637474	2638652	outer membrane protein assembly factor BamB	bamB	protein-coding
2638663	2639283	ancillary SecYEG translocon subunit	yfgM	protein-coding
2639301	2640575	histidine--tRNA ligase	hisS	protein-coding
2640595	2640686	small RNA SroE	sroE	ncRNA
2640686	2641804	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin)	ispG	protein-coding
2641831	2642844	cytoskeleton protein RodZ	rodZ	protein-coding
2643129	2644283	23S rRNA m(2)A2503 methyltransferase/tRNA m(2)A37 methyltransferase	rlmN	protein-coding
2644433	2644864	nucleoside diphosphate kinase	ndk	protein-coding
2645013	2647325	peptidoglycan glycosyltransferase PbpC	pbpC	protein-coding
2647326	2652287	alpha2-macroglobulin	yfhM	protein-coding
2652494	2653339	3-mercaptopyruvate sulfurtransferase	sseA	protein-coding
2653356	2653455	putative small regulatory RNA TimR	timR	ncRNA
2653855	2654158	small regulatory RNA RyfA	ryfA	ncRNA
2654001	2654126	putative toxic protein TimP	timP	protein-coding
2654157	2654933	protein SseB	sseB	protein-coding
2655075	2656358	aminopeptidase B	pepB	protein-coding
2656536	2656736	accessory iron-sulfur cluster assembly protein IscX	iscX	protein-coding
2656748	2657083	reduced ferredoxin	fdx	protein-coding
2657085	2658935	iron-sulfur cluster biosynthesis chaperone HscA	hscA	protein-coding
2658952	2659467	[Fe-S] cluster biosynthesis co-chaperone HscB	hscB	protein-coding
2659563	2659886	iron-sulfur cluster insertion protein IscA	iscA	protein-coding
2659903	2660289	scaffold protein for iron-sulfur cluster assembly	iscU	protein-coding
2660317	2661531	cysteine desulfurase IscS	iscS	protein-coding
2661643	2662131	DNA-binding transcriptional dual regulator IscR	iscR	protein-coding
2662583	2663323	tRNA Cm32/Um32 methyltransferase	trmJ	protein-coding
2663442	2664245	Nus factor SuhB	suhB	protein-coding
2664390	2665244	putative peptidase	yfhR	protein-coding
2665435	2666715	stationary phase-inducible protein CsiE	csiE	protein-coding
2666707	2667846	putative 3-phenylpropionate transporter	hcaT	protein-coding
2668006	2668896	DNA-binding transcriptional dual regulator HcaR	hcaR	protein-coding
2668006	2668071	protein IroK	iroK	protein-coding
2669032	2670393	putative 3-phenylpropionate/cinnamate dioxygenase subunit alpha	hcaE	protein-coding
2670390	2670908	putative 3-phenylpropionate/cinnamate dioxygenase subunit beta	hcaF	protein-coding
2670908	2671228	putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin subunit	hcaC	protein-coding
2671225	2672037	2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase	hcaB	protein-coding
2672047	2673249	putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin reductase subunit	hcaD	protein-coding
2673346	2673768	putative inner membrane protein	yphA	protein-coding
2673816	2674688	putative aldose 1-epimerase YphB	yphB	protein-coding
2674700	2675761	putative zinc-binding dehydrogenase YphC	yphC	protein-coding
2675827	2676825	putative ABC transporter membrane subunit YphD	yphD	protein-coding
2676850	2678361	putative ABC transporter ATP-binding protein YphE	yphE	protein-coding
2678384	2679367	putative ABC transporter periplasmic binding protein YphF	yphF	protein-coding
2679464	2682745	DUF5107 domain-containing protein YphG	yphG	protein-coding
2682863	2684056	putative DNA-binding transcriptional regulator, NAGC-like	yphH	protein-coding
2684254	2685507	serine hydroxymethyltransferase	glyA	protein-coding
2685835	2687025	nitric oxide dioxygenase	hmp	protein-coding
2687070	2687408	nitrogen regulatory protein PII-1	glnB	protein-coding
2687469	2688803	DNA-binding transcriptional activator GlrR	glrR	protein-coding
2688793	2689506	outer membrane lipoprotein QseG	qseG	protein-coding
2689671	2691098	histidine kinase GlrK	glrK	protein-coding
2691157	2691340	small regulatory RNA GlmY	glmY	ncRNA
2691656	2695543	phosphoribosylformylglycinamide synthetase	purL	protein-coding
2695801	2697357	membrane-bound lytic murein transglycosylase F	mltF	protein-coding
2697354	2697857	tRNA adenosine(34) deaminase	tadA	protein-coding
2697915	2698550	phosphatidylglycerophosphatase C	pgpC	protein-coding
2698759	2699607	putative DNA-binding transcriptional regulator YfhH	yfhH	protein-coding
2699663	2699923	putative 4Fe-4S cluster-containing protein YfhL	yfhL	protein-coding
2700117	2700197	toxic peptide ShoB	shoB	protein-coding
2700520	2700598	small regulatory RNA OhsC	ohsC	ncRNA
2700618	2700998	holo-[acyl-carrier-protein] synthase	acpS	protein-coding
2700998	2701729	pyridoxine 5'-phosphate synthase	pdxJ	protein-coding
2701741	2702469	recombination mediator protein RecO	recO	protein-coding
2702481	2703386	30S ribosomal subunit maturation GTPase Era	era	protein-coding
2703383	2704063	RNase III	rnc	protein-coding
2704335	2705309	signal peptidase I	lepB	protein-coding
2705325	2707124	30S ribosomal subunit biogenesis factor LepA	lepA	protein-coding
2707322	2707801	protein RseC	rseC	protein-coding
2707798	2708754	anti-sigma factor stabilizing protein RseB	rseB	protein-coding
2708754	2709404	anti-sigma-E factor RseA	rseA	protein-coding
2709437	2710012	RNA polymerase sigma factor RpoE	rpoE	protein-coding
2710009	2710164	rpoE leader peptide	rseD	protein-coding
2710420	2712042	L-aspartate oxidase	nadB	protein-coding
2712027	2712764	tRNA m(6)A37 methyltransferase	yfiC	protein-coding
2712896	2714230	ATP-dependent RNA helicase SrmB	srmB	protein-coding
2714439	2715320	putative LysR-type DNA-binding transcriptional regulator YfiE	yfiE	protein-coding
2715423	2716010	cysteine/O-acetylserine exporter EamB	eamB	protein-coding
2716066	2716449	stress-induced alternate pyruvate formate-lyase subunit	grcA	protein-coding
2716754	2717443	uracil-DNA glycosylase	ung	protein-coding
2717491	2718528	putative methyltransferase YfiF	yfiF	protein-coding
2718735	2719154	reduced thioredoxin 2	trxC	protein-coding
2719223	2719921	tRNA 3-amino-3-carboxypropyltransferase	tapT	protein-coding
2719953	2722613	peptidyl-lysine N-acetyltransferase	patZ	protein-coding
2722702	2722743	protein PssL	pssL	protein-coding
2722727	2724082	phosphatidylserine synthase	pssA	protein-coding
2724128	2724451	DUF2279 domain-containing protein YfiM	yfiM	protein-coding
2724448	2725746	alpha-ketoglutarate:H(+) symporter	kgtP	protein-coding
2725925	2725987	protein YfiS	yfiS	protein-coding
2726069	2726188	5S ribosomal RNA	rrfG	rRNA
2726281	2729184	23S ribosomal RNA	rrlG	rRNA
2729369	2729444	tRNA-Glu	gltW	tRNA
2729616	2731157	16S ribosomal RNA	rrsG	rRNA
2731600	2734173	chaperone protein ClpB	clpB	protein-coding
2734153	2734295	small regulatory RNA RyfD	ryfD	ncRNA
2734303	2735034	purine nucleoside phosphorylase YfiH	yfiH	protein-coding
2735031	2736011	23S rRNA pseudouridine(1911/1915/1917) synthase	rluD	protein-coding
2736146	2736883	outer membrane protein assembly factor BamD	bamD	protein-coding
2737154	2737495	ribosome-associated inhibitor A	raiA	protein-coding
2737381	2737542	small RNA RaiZ	raiZ	ncRNA
2737599	2737646	phe operon leader peptide	pheL	protein-coding
2737745	2738905	fused chorismate mutase/prephenate dehydratase	pheA	protein-coding
2738948	2740069	fused chorismate mutase/prephenate dehydrogenase	tyrA	protein-coding
2740080	2741150	3-deoxy-7-phosphoheptulonate synthase, Tyr-sensitive	aroF	protein-coding
2741360	2741725	DUF2799 domain-containing lipoprotein YfiL	yfiL	protein-coding
2741875	2742393	DUF4154 domain-containing protein YfiR	yfiR	protein-coding
2742383	2743609	diguanylate cyclase DgcN	dgcN	protein-coding
2743625	2744107	lipoprotein YfiB	yfiB	protein-coding
